 经典电影嘉兴,#genre#
 鬼经典老片,http://live.nctv.top/6688/yy.php?id=1463783198
 【陪你看】金刚葫芦娃,http://live.nctv.top/6688/yy.php?id=1353323999
 24小时陪你看,http://live.nctv.top/6688/yy.php?id=1331686180
 【中国兄弟连】,http://live.nctv.top/6688/yy.php?id=1354806550
 新主播，求照顾,http://live.nctv.top/6688/yy.php?id=1382690406
 【动漫】精彩国漫,http://live.nctv.top/6688/yy.php?id=28796627
 新白娘子4K观看,http://live.nctv.top/6688/yy.php?id=1508902755
 动漫,http://live.nctv.top/6688/yy.php?id=25055036
 大话西游至尊宝,http://live.nctv.top/6688/yy.php?id=1382851590
 影视剧场,http://live.nctv.top/6688/yy.php?id=1355260855
 的直播间,http://live.nctv.top/6688/yy.php?id=1354129442
 林正英电影,http://live.nctv.top/6688/yy.php?id=1382841203
 三国演义94年经典版,http://live.nctv.top/6688/yy.php?id=1354936241
 《武林外传》武侠,http://live.nctv.top/6688/yy.php?id=1394000563
 布丁-玄幻电影正在直播,http://live.nctv.top/6688/yy.php?id=1455460998
 狄仁杰：每个细节都是线索,http://live.nctv.top/6688/yy.php?id=1383564959
 刑事侦缉档案I,http://live.nctv.top/6688/yy.php?id=1382851585
 神探狄仁杰1—5部全集,http://live.nctv.top/6688/yy.php?id=1382705592
 奇缘港台影院,http://live.nctv.top/6688/yy.php?id=1354889234
 动漫,http://live.nctv.top/6688/yy.php?id=23993334
 宝莲灯前传,http://live.nctv.top/6688/yy.php?id=1354931631
  神探狄仁杰1,http://live.nctv.top/6688/yy.php?id=1354930934
 动漫,http://live.nctv.top/6688/yy.php?id=1382788679
 探案！探案！,http://live.nctv.top/6688/yy.php?id=1382829413
 动漫,http://live.nctv.top/6688/yy.php?id=22777075
 小欢喜,http://live.nctv.top/6688/yy.php?id=1382737888
 成龙系列,http://live.nctv.top/6688/yy.php?id=1354888751
 星爷经典-百看不厌,http://live.nctv.top/6688/yy.php?id=1382736808
 情满四合院,http://live.nctv.top/6688/yy.php?id=1382736888
 风筝,http://live.nctv.top/6688/yy.php?id=1382828770
 今夜欢乐颂,http://live.nctv.top/6688/yy.php?id=1382735572
 天道-9.2高分好剧,http://live.nctv.top/6688/yy.php?id=1382735574
 倚天屠龙记,http://live.nctv.top/6688/yy.php?id=33300793
 【盜暮笔记】24h,http://live.nctv.top/6688/yy.php?id=1356373644
 都挺好-电视剧,http://live.nctv.top/6688/yy.php?id=1382736892
 唐朝诡事录好24h,http://live.nctv.top/6688/yy.php?id=1353913646
 法证先锋,http://live.nctv.top/6688/yy.php?id=1382851599
 经典大片合集,http://live.nctv.top/6688/yy.php?id=1382749895
 情满四合院,http://live.nctv.top/6688/yy.php?id=1382736848
 我爱我家,http://live.nctv.top/6688/yy.php?id=1382735557
 宋小宝春晚小品合集,http://live.nctv.top/6688/yy.php?id=1382736866
 精彩玄幻电影,http://live.nctv.top/6688/yy.php?id=1382688400
 少年包青天第三部,http://live.nctv.top/6688/yy.php?id=1382736814
 绗  叉 婀 ,http://live.nctv.top/6688/yy.php?id=1382851576
 笑傲江湖,http://live.nctv.top/6688/yy.php?id=1354930909
 士兵突击,http://live.nctv.top/6688/yy.php?id=1382851600
  逋鞠盗 -国产喜剧,http://live.nctv.top/6688/yy.php?id=1382736856
 《石敢当》六耳猕猴,http://live.nctv.top/6688/yy.php?id=1394156613
 读心神探,http://live.nctv.top/6688/yy.php?id=1382736875
 神探狄仁杰2,http://live.nctv.top/6688/yy.php?id=1382828767
 双月之城-国漫,http://live.nctv.top/6688/yy.php?id=1382736907
 施公奇案2-欧阳震华,http://live.nctv.top/6688/yy.php?id=1382736824
 小兵张嘎,http://live.nctv.top/6688/yy.php?id=1354930225
 炊事班的故事III,http://live.nctv.top/6688/yy.php?id=1382736716
 贾玲春晚小品,http://live.nctv.top/6688/yy.php?id=1382736720
 天下第一,http://live.nctv.top/6688/yy.php?id=1382736838
 速度与激情系列！-精彩大片,http://live.nctv.top/6688/yy.php?id=1382736911
 金婚,http://live.nctv.top/6688/yy.php?id=1382736832
 国内玄幻电影-林正英,http://live.nctv.top/6688/yy.php?id=1354932444
 大话西游至尊宝,http://live.nctv.top/6688/yy.php?id=1382736910
 法证先锋Ⅲ,http://live.nctv.top/6688/yy.php?id=1382736802
 电影,http://live.nctv.top/6688/yy.php?id=37454459
 父母爱情,http://live.nctv.top/6688/yy.php?id=1382851594
 【终极笔记】,http://live.nctv.top/6688/yy.php?id=1353215589
 最美的青春,http://live.nctv.top/6688/yy.php?id=1382745116
 情满四合院,http://live.nctv.top/6688/yy.php?id=1382851524
  中国味道 第4季-美食纪录片,http://live.nctv.top/6688/yy.php?id=1382736845
 热血抗日电影,http://live.nctv.top/6688/yy.php?id=1382749907
 电影百团大战,http://live.nctv.top/6688/yy.php?id=1382736871
 国外高分大片,http://live.nctv.top/6688/yy.php?id=1382736867
 请回答1988,http://live.nctv.top/6688/yy.php?id=1354932362
 赌神-发哥,http://live.nctv.top/6688/yy.php?id=1354889044
 澳门风云,http://live.nctv.top/6688/yy.php?id=1459243913
 最后的狮子-探险纪录片,http://live.nctv.top/6688/yy.php?id=1382735577
 欢乐集结号,http://live.nctv.top/6688/yy.php?id=1382735550
 另类民兵葛二蛋,http://live.nctv.top/6688/yy.php?id=1382736895
 24h小时最玄幻 玄幻剧,http://live.nctv.top/6688/yy.php?id=1355171357
 国内喜剧,http://live.nctv.top/6688/yy.php?id=1382736862
 风靡全球的谍战片,http://live.nctv.top/6688/yy.php?id=1382736817
 正阳门下 正在直播,http://live.nctv.top/6688/yy.php?id=1453059740
 小小飞虎队,http://live.nctv.top/6688/yy.php?id=1382749888
 惊悚，恐怖欢迎点播,http://live.nctv.top/6688/yy.php?id=67857780
 斗破苍穹,http://live.nctv.top/6688/yy.php?id=1356051105
 战狼10086,http://live.nctv.top/6688/yy.php?id=1382773686
 迷糊不迷糊 正在直播,http://live.nctv.top/6688/yy.php?id=1461931969
 华矩小九er 电 正在直播,http://live.nctv.top/6688/yy.php?id=1354690927
 【科幻电影】,http://live.nctv.top/6688/yy.php?id=1355065896
 经典鬼片,http://live.nctv.top/6688/yy.php?id=1508828185
 金牌配角达叔系列,http://live.nctv.top/6688/yy.php?id=1354888728
 和你不见不散,http://live.nctv.top/6688/yy.php?id=1355635293
 洪金宝福星系列,http://live.nctv.top/6688/yy.php?id=1354924839
 【新三国】日版,http://live.nctv.top/6688/yy.php?id=1382851457
 恐怖诡异墓穴,http://live.nctv.top/6688/yy.php?id=1382748585
 鬼片恐怖私家影院,http://live.nctv.top/6688/yy.php?id=1354209316
 林正英合集,http://live.nctv.top/6688/yy.php?id=1453996620
 一剑开天门,http://live.nctv.top/6688/yy.php?id=34313906
 利刃出鞘乐乐陪看】,http://live.nctv.top/6688/yy.php?id=1352946111
 老卓电影,http://live.nctv.top/6688/yy.php?id=1354770516
 国内动作大片,http://live.nctv.top/6688/yy.php?id=1382749917
 武侠港片合集,http://live.nctv.top/6688/yy.php?id=1451866697
 华子系列,http://live.nctv.top/6688/yy.php?id=1354888726
 【科幻】超炫特效,http://live.nctv.top/6688/yy.php?id=37988782
 科幻惊悚片-异形,http://live.nctv.top/6688/yy.php?id=1382735543
 张国荣与周润发的兄弟情,http://live.nctv.top/6688/yy.php?id=1354930961
 24小时循环播电视剧,http://live.nctv.top/6688/yy.php?id=53320802
  熊出没之探险日记S1-国漫,http://live.nctv.top/6688/yy.php?id=1354930977
 震撼！国内功夫大片,http://live.nctv.top/6688/yy.php?id=1382736902
 生逢灿烂的日子,http://live.nctv.top/6688/yy.php?id=1382745085
 吐槽大会 第5季,http://live.nctv.top/6688/yy.php?id=1354889009
 萌萌爱追剧,http://live.nctv.top/6688/yy.php?id=1382745093
 倚天屠龙记,http://live.nctv.top/6688/yy.php?id=1457793883
 纪晓岚全集,http://live.nctv.top/6688/yy.php?id=1414967772
 狂飙,http://live.nctv.top/6688/yy.php?id=1382627144
 伪装者,http://live.nctv.top/6688/yy.php?id=1382851593
 动物世界,http://live.nctv.top/6688/yy.php?id=1382749889
 敢死队-精彩动作电影,http://live.nctv.top/6688/yy.php?id=1382735573
 木乃伊全集,http://live.nctv.top/6688/yy.php?id=1354889024
 父母爱情,http://live.nctv.top/6688/yy.php?id=1382746276
 单挑荒野第一季,http://live.nctv.top/6688/yy.php?id=1354933535
 小沈阳春晚小品,http://live.nctv.top/6688/yy.php?id=1382749941
 平凡岁月,http://live.nctv.top/6688/yy.php?id=1382745117
 速度与激情全集,http://live.nctv.top/6688/yy.php?id=1382749892
 小敏,http://live.nctv.top/6688/yy.php?id=1382736890
 侏罗纪世界-国外科幻大片合集,http://live.nctv.top/6688/yy.php?id=1382736851
 忠烈杨家将,http://live.nctv.top/6688/yy.php?id=1382749909
 金婚,http://live.nctv.top/6688/yy.php?id=1382828768
 吐槽大会 第2季,http://live.nctv.top/6688/yy.php?id=1354936145
 寻秦记-穿越剧经典,http://live.nctv.top/6688/yy.php?id=1382851591
 三国演义【1994】,http://live.nctv.top/6688/yy.php?id=1354930932
 大江大河-高分影视推荐,http://live.nctv.top/6688/yy.php?id=1382736806
 上海滩,http://live.nctv.top/6688/yy.php?id=1382745184
 国内喜剧,http://live.nctv.top/6688/yy.php?id=1382735563
 漫威十年老粉福利来了,http://live.nctv.top/6688/yy.php?id=1354930233
 国外院线动作大片,http://live.nctv.top/6688/yy.php?id=1382735570
 魔幻手机,http://live.nctv.top/6688/yy.php?id=1382735544
 经典抗日电影,http://live.nctv.top/6688/yy.php?id=1354936141
 施公奇案1-欧阳震华,http://live.nctv.top/6688/yy.php?id=1382749918
 苦乐村官,http://live.nctv.top/6688/yy.php?id=1382736864
 国外科幻大作合集,http://live.nctv.top/6688/yy.php?id=1382736836
 非诚勿扰,http://live.nctv.top/6688/yy.php?id=1382735583
 甜甜的恋爱 这狗粮我吃了,http://live.nctv.top/6688/yy.php?id=1354932438
 无敌县令,http://live.nctv.top/6688/yy.php?id=1354932390
 仙剑奇侠传-神仙姐姐驾到,http://live.nctv.top/6688/yy.php?id=1382749903
 夏洛特烦恼-国内电影-喜剧,http://live.nctv.top/6688/yy.php?id=1354936201
 陈情令,http://live.nctv.top/6688/yy.php?id=1382745121
 密子君,http://live.nctv.top/6688/yy.php?id=1382736717
 本山快乐营,http://live.nctv.top/6688/yy.php?id=1354933529
 找工会~预热期间,http://live.nctv.top/6688/yy.php?id=1456888071
 欢乐集结号3,http://live.nctv.top/6688/yy.php?id=1382736822
 超炫科幻大片,http://live.nctv.top/6688/yy.php?id=1382736840
 来自星星的你,http://live.nctv.top/6688/yy.php?id=1354930976
  岳云鹏宋小宝也来演电影了？,http://live.nctv.top/6688/yy.php?id=1354926612
 电影电影,http://live.nctv.top/6688/yy.php?id=1453810838
 易中天品三国完整版,http://live.nctv.top/6688/yy.php?id=1461244449
 闲暇观看综艺,http://live.nctv.top/6688/yy.php?id=1354932379
 舌尖上的中国第一季,http://live.nctv.top/6688/yy.php?id=1354930952
 外国科幻大片,http://live.nctv.top/6688/yy.php?id=1382747628
 野山鹰-影视剧,http://live.nctv.top/6688/yy.php?id=1354932395
 尽享国内精彩战争片,http://live.nctv.top/6688/yy.php?id=1382745094
 欢乐一起看,http://live.nctv.top/6688/yy.php?id=1354930926
 士兵突击,http://live.nctv.top/6688/yy.php?id=1382828766
 穿越时空的爱恋,http://live.nctv.top/6688/yy.php?id=1382735567
 新世界,http://live.nctv.top/6688/yy.php?id=1382736850
 机械战警1-3,http://live.nctv.top/6688/yy.php?id=1382736854
 小鬼当家-童年回忆,http://live.nctv.top/6688/yy.php?id=1382745104
 二号交通站,http://live.nctv.top/6688/yy.php?id=1382851582
 老广的味道 第3季-美食纪录片,http://live.nctv.top/6688/yy.php?id=1382735565
 国内高分悬疑剧-风筝,http://live.nctv.top/6688/yy.php?id=1354931585
 一分钟学道菜,http://live.nctv.top/6688/yy.php?id=1382736901
 粟裕大将-影视,http://live.nctv.top/6688/yy.php?id=1354926542
 叛逆者,http://live.nctv.top/6688/yy.php?id=1382736868
 探秘中华美食,http://live.nctv.top/6688/yy.php?id=1354930954
 编辑部的故事,http://live.nctv.top/6688/yy.php?id=1354936120
 你看与不看我都在,http://live.nctv.top/6688/yy.php?id=1353422557
 征服,http://live.nctv.top/6688/yy.php?id=1461655788
 催泪之作-七号房的礼物,http://live.nctv.top/6688/yy.php?id=1382741637
 你最爱的宋小宝,http://live.nctv.top/6688/yy.php?id=1354936198
 我的前半生,http://live.nctv.top/6688/yy.php?id=1382735564
 复仇者联盟全季,http://live.nctv.top/6688/yy.php?id=1354936167
 亲爱的热爱的,http://live.nctv.top/6688/yy.php?id=1354932433
 【武林客栈】,http://live.nctv.top/6688/yy.php?id=1382773728
 经典动作电影,http://live.nctv.top/6688/yy.php?id=1370293254
 炊事班的故事,http://live.nctv.top/6688/yy.php?id=1382749901
 叶问全集,http://live.nctv.top/6688/yy.php?id=1382828771
 笑傲帮,http://live.nctv.top/6688/yy.php?id=1382735555
 温柔好声音 给你停靠港,http://live.nctv.top/6688/yy.php?id=1349538007
 流金岁月-经典港剧,http://live.nctv.top/6688/yy.php?id=1382736891
 洪大哥系列,http://live.nctv.top/6688/yy.php?id=1354888743
 【林正英】僵尸 鬼片,http://live.nctv.top/6688/yy.php?id=30668277
 电影电影电影电影电影电影,http://live.nctv.top/6688/yy.php?id=1351496216
 院线动作大片,http://live.nctv.top/6688/yy.php?id=1382736900
 国内经典动作电影,http://live.nctv.top/6688/yy.php?id=1382851522
 法证先锋Ⅱ,http://live.nctv.top/6688/yy.php?id=1382851597
 二号交通站,http://live.nctv.top/6688/yy.php?id=1354930965
 最美的青春,http://live.nctv.top/6688/yy.php?id=1382851530
 溏心风暴之家好月圆,http://live.nctv.top/6688/yy.php?id=1354888747
 红楼梦1987经典版,http://live.nctv.top/6688/yy.php?id=1382745084
 热血动作电影,http://live.nctv.top/6688/yy.php?id=1382736804
 福贵,http://live.nctv.top/6688/yy.php?id=1354926537
 大汉贤后卫子夫,http://live.nctv.top/6688/yy.php?id=1382735569
 欢乐集结号,http://live.nctv.top/6688/yy.php?id=1354931582
 小戏骨黄飞鸿-国内动作片,http://live.nctv.top/6688/yy.php?id=1354936181
 科幻片：来看神奇的地球,http://live.nctv.top/6688/yy.php?id=1354930897
 伪装者,http://live.nctv.top/6688/yy.php?id=1354936244
 欢乐集结号2,http://live.nctv.top/6688/yy.php?id=1354930919
 国外动作大片-夺宝奇兵1-4,http://live.nctv.top/6688/yy.php?id=1382736833
 国内喜剧,http://live.nctv.top/6688/yy.php?id=1382851598
 战争大片,http://live.nctv.top/6688/yy.php?id=1382736819
 神探狄仁杰2,http://live.nctv.top/6688/yy.php?id=1382851146
 憨豆先生-经典喜剧,http://live.nctv.top/6688/yy.php?id=1354936239
 极品芝麻官,http://live.nctv.top/6688/yy.php?id=1354930984
 飞虎之潜行极战,http://live.nctv.top/6688/yy.php?id=1354932420
 今晚80后脱口秀,http://live.nctv.top/6688/yy.php?id=1382745098
 本山快乐营2,http://live.nctv.top/6688/yy.php?id=1382736718
 魔幻手机,http://live.nctv.top/6688/yy.php?id=1382851541
 郝蕾演绎-情满四合院,http://live.nctv.top/6688/yy.php?id=1382745089
 热门喜剧,http://live.nctv.top/6688/yy.php?id=1354931495
 科幻电影,http://live.nctv.top/6688/yy.php?id=1354930209
 哈利波特全集,http://live.nctv.top/6688/yy.php?id=1382745105
 第8号当铺,http://live.nctv.top/6688/yy.php?id=1382736905
 深海利剑,http://live.nctv.top/6688/yy.php?id=1382736906
 聊斋志异S1,http://live.nctv.top/6688/yy.php?id=1382736975
 笑傲江湖-电视剧,http://live.nctv.top/6688/yy.php?id=1354936128
 超燃科幻大片：明日边缘,http://live.nctv.top/6688/yy.php?id=1382736835
 十大经典港剧之《大时代》,http://live.nctv.top/6688/yy.php?id=1354930891
 法外风云,http://live.nctv.top/6688/yy.php?id=1382736805
 田园生活,http://live.nctv.top/6688/yy.php?id=1382736898
 发哥系列,http://live.nctv.top/6688/yy.php?id=1354888733
 蜘蛛侠-院线大片,http://live.nctv.top/6688/yy.php?id=1354926671
 法证先锋2,http://live.nctv.top/6688/yy.php?id=1382736870
 欢乐集结号4,http://live.nctv.top/6688/yy.php?id=1382736889
 我的父亲我的兵,http://live.nctv.top/6688/yy.php?id=1353413714
 娘亲舅大,http://live.nctv.top/6688/yy.php?id=1354932360
 犬夜叉，半妖四魂之玉之路,http://live.nctv.top/6688/yy.php?id=1509038705
 战争大片-国外电影,http://live.nctv.top/6688/yy.php?id=1382736857
 珍珠港-电影,http://live.nctv.top/6688/yy.php?id=1354936234
  娆 涔 棰 ,http://live.nctv.top/6688/yy.php?id=1382851577
 高分科幻动作片,http://live.nctv.top/6688/yy.php?id=1382749948
 小生物的故事,http://live.nctv.top/6688/yy.php?id=1382736834
 香港院线大片-最新,http://live.nctv.top/6688/yy.php?id=1354936242
 国外科幻,http://live.nctv.top/6688/yy.php?id=1382736800
 第一滴血全集,http://live.nctv.top/6688/yy.php?id=1354932355
 妖神记,http://live.nctv.top/6688/yy.php?id=1382745171
 我爱我家,http://live.nctv.top/6688/yy.php?id=1382851580
 西游记张卫健版,http://live.nctv.top/6688/yy.php?id=1354936155
 侏罗纪公园三部曲,http://live.nctv.top/6688/yy.php?id=1354936191
 金星脱口秀：我敢说你敢听吗,http://live.nctv.top/6688/yy.php?id=1382735552
 国产大片电影,http://live.nctv.top/6688/yy.php?id=1354926655
 鹿鼎记,http://live.nctv.top/6688/yy.php?id=1460463356
 末日系列-外国电影合集,http://live.nctv.top/6688/yy.php?id=1354889019
 非诚勿扰,http://live.nctv.top/6688/yy.php?id=1382745106
 了不起的萝莉小玲,http://live.nctv.top/6688/yy.php?id=1382736799
 宫心计-港剧-古装,http://live.nctv.top/6688/yy.php?id=1354933540
 电影合集,http://live.nctv.top/6688/yy.php?id=1382851578
 漫威超级英雄系列,http://live.nctv.top/6688/yy.php?id=1354932402
 国内动作大片,http://live.nctv.top/6688/yy.php?id=1382745176
 百家讲坛――之明太祖朱元璋,http://live.nctv.top/6688/yy.php?id=1354936149
 超精彩！系列动作电影,http://live.nctv.top/6688/yy.php?id=1382745096
 蜘蛛侠系列-国外科幻大片合集,http://live.nctv.top/6688/yy.php?id=1354936136
 巩汉林春晚小品合集,http://live.nctv.top/6688/yy.php?id=1354889035
 俺娘田小草,http://live.nctv.top/6688/yy.php?id=1382741638
 精彩动作电影享不停,http://live.nctv.top/6688/yy.php?id=1382736809
 致敬星爷致敬经典,http://live.nctv.top/6688/yy.php?id=1354889048
 动作大片-热血开打,http://live.nctv.top/6688/yy.php?id=1354936168
 喜剧闹翻天,http://live.nctv.top/6688/yy.php?id=1382735548
 国外动作大片,http://live.nctv.top/6688/yy.php?id=1382735540
 万里走单骑-解密世界遗产的互动综艺,http://live.nctv.top/6688/yy.php?id=1382736853
 你爱看的抗日大片,http://live.nctv.top/6688/yy.php?id=1354936160
 金玉满堂：精彩港剧,http://live.nctv.top/6688/yy.php?id=1382736881
 毒液：致命守护者,http://live.nctv.top/6688/yy.php?id=1382745095
 宫心计,http://live.nctv.top/6688/yy.php?id=1354932429
 回家的诱惑,http://live.nctv.top/6688/yy.php?id=1354658043
 X战警系列电影,http://live.nctv.top/6688/yy.php?id=1382736893
 公主嫁到,http://live.nctv.top/6688/yy.php?id=1382736915
 大明王朝,http://live.nctv.top/6688/yy.php?id=1382736879
 炊事班的故事1-2,http://live.nctv.top/6688/yy.php?id=1382736886
 黑冰,http://live.nctv.top/6688/yy.php?id=1354932427
 法证先锋Ⅱ,http://live.nctv.top/6688/yy.php?id=1354888736
 来看修牛蹄,http://live.nctv.top/6688/yy.php?id=1382749887
 不用加班真开心,http://live.nctv.top/6688/yy.php?id=1354930924
